,Bearing 1,Bearing 2,Bearing 3,Bearing 4
2004.02.14.07.42.39,0.0015506128228917429,0.0015643830265149666,0.0020351579666975923,0.0031197324088090245
2004.02.14.07.52.39,0.0022062600712925437,0.001413936227354851,0.002130572781874115,0.003263684750231945
2004.02.14.08.02.39,0.001434396210752478,0.002012647101909273,0.001688217198105376,0.00296733238927682
2004.02.14.08.12.39,0.0021633380536158994,0.0017517945212168562,0.001803994335660921,0.0028889105913374674
2004.02.14.08.22.39,0.0017932027931051324,0.0026588212315054446,0.0016300600615264417,0.0031937594609111773
2004.02.14.08.32.39,0.0015024659407197616,0.0015487084330289566,0.0021559158162019637,0.0029833487963279457
2004.02.14.08.42.39,0.002236925631134333,0.0012172957663948436,0.002128326578446213,0.0028595634552468384
2004.02.14.08.52.39,0.0016271790614776108,0.0014290248547292347,0.001393134430392109,0.003236730309097124
2004.02.14.09.02.39,0.0020726109673323894,0.0012048439865227796,0.0016105278578055569,0.0028722105571561117
2004.02.14.09.12.39,0.00161169979002881,0.0015498803652522098,0.0009027296254699935,0.002758630792519166
2004.02.14.09.22.39,0.0016075491967381219,0.0008968211338444261,0.0017844133014307336,0.002392987938864202
2004.02.14.09.32.39,0.0017959373016260558,0.0055208262122173925,0.0024786854826895845,0.0026514966551101126
2004.02.14.09.42.39,0.002078958933541677,0.0013852238878851507,0.0014255578885687778,0.0027564334196005665
2004.02.14.09.52.39,0.001759802724742419,0.001594902094828849,0.002668343180819376,0.00309248498461839
2004.02.14.10.02.39,0.001423311685140876,0.001333951853117828,0.0013356609209434055,0.0028996533033839545
2004.02.14.10.12.39,0.0013761902436642411,0.0014358122955222424,0.0011287172225206308,0.0030756872894184286
2004.02.14.10.22.39,0.0019044875238048735,0.0011965427999414034,0.0012883929879388641,0.0030123541188534597
2004.02.14.10.32.39,0.002540700229503393,0.0059345671175350355,0.0009817862200302747,0.0031649006299135697
2004.02.14.10.42.39,0.002045070560085942,0.0013698911079642565,0.001081302797988183,0.0033005029542458133
2004.02.14.10.52.39,0.00189227989647932,0.0011939059524390843,0.00103222813613946,0.00284701401435617
2004.02.14.11.02.39,0.0015784462131940033,0.0006339665022706187,0.002499926754236047,0.002745641877044778
2004.02.14.11.12.39,0.002373748718199131,0.0013653498705991504,0.0010357439328092194,0.0029554665755163823
2004.02.14.11.22.39,0.001985936813320963,0.0015699008740661165,0.0015347429073685236,0.0027459348601005912
2004.02.14.11.32.39,0.0017600957077982325,0.0011956150202646614,0.0014053420577176622,0.0023394208701596753
2004.02.14.11.42.39,0.0017124371307192735,0.0015993456711753504,0.0013994335660920943,0.00323067532594365
2004.02.14.11.52.39,0.002406221006885102,0.0008292885394794666,0.0013948923287269888,0.002795253674495825
2004.02.14.12.02.39,0.0023313150056155085,0.0010532740856487135,0.0015537379754870843,0.0032505005127203474
2004.02.14.12.12.39,0.001603154450900923,0.002226622393671566,0.0019246545241466872,0.0026483715025147716
2004.02.14.12.22.39,0.0014172078714780993,0.0012969383270667512,0.001472337516480297,0.0034382538209873532
2004.02.14.12.32.39,0.001988427169295376,0.0023377118023340986,0.002917720591825773,0.0029806142878070216
2004.02.14.12.42.39,0.0017737194198935494,0.0013584159382782365,0.0015751745690707555,0.0029782215928512135
2004.02.14.12.52.39,0.0012601201230528834,0.0018142487426143856,0.002138043849797353,0.0029202597783094877
2004.02.14.13.02.39,0.001956199033155916,0.0019139118121002006,0.0024697983299965818,0.0031318423751159723
2004.02.14.13.12.39,0.0022104106645832312,0.0017434445041261777,0.001295473411787685,0.002598271399970701
2004.02.14.13.22.39,0.00195849406709312,0.0016977879779286097,0.0024499731432198837,0.0032338981395575958
2004.02.14.13.32.39,0.0025182870257336783,0.0016463206211240785,0.0017179549782704237,0.0030635773231114803
2004.02.14.13.42.39,0.002006885101811612,0.001724840080082035,0.0010125006103813665,0.0033234532936178528
2004.02.14.13.52.39,0.0018620049807119492,0.0011428780702182723,0.0011288148835392352,0.002885590116704918
2004.02.14.14.02.39,0.0022150007324576396,0.000645539332975243,0.001968016016407051,0.003220372088480883
2004.02.14.14.12.39,0.0014387909565896772,0.0014095903120269545,0.002239220665071536,0.0031083549001416086
2004.02.14.14.22.39,0.0017670784706284488,0.001010352067972069,0.001957810439962889,0.0028720152351189025
2004.02.14.14.32.39,0.0019503882025489526,0.0015933395185311783,0.0019549294399140585,0.002881634845451438
2004.02.14.14.42.39,0.0020415059329068797,0.0010298842716929537,0.0013462571414619858,0.0032530885297133647
2004.02.14.14.52.39,0.002244103716001758,0.00137174666731774,0.001386005176033986,0.003104985594999756
2004.02.14.15.02.39,0.001607793349284633,0.0015904096879730456,0.0015301040089848138,0.002967478880804727
2004.02.14.15.12.39,0.0016506665364519754,0.0008645929977049662,0.001123052883441574,0.0028646418282142682
2004.02.14.15.22.39,0.002397236193173495,0.000997949118609307,0.000482738414961668,0.003219395478294839
2004.02.14.15.32.39,0.0015464133990917527,0.0016027638068265052,0.0020054690170418477,0.0037972068948679137
2004.02.14.15.42.39,0.002499096635577909,0.0013646662434689191,0.0014108110747595094,0.003437619024366424
2004.02.14.15.52.39,0.0018791444894770254,0.0012455686312808241,0.00162185653596367,0.0028001367254260464
2004.02.14.16.02.39,0.0017761609453586606,0.000855754675521266,0.0019656233214512425,0.002980321304751209
2004.02.14.16.12.39,0.0027113628595146246,0.0021180721714927487,0.001440744176961766,0.0024258508716245913
2004.02.14.16.22.39,0.0020391620684603743,0.0013996777186386057,0.0012437619024366425,0.0030188485765906543
2004.02.14.16.32.39,0.0015561306704428928,0.0017599492162703259,0.0017699594706772793,0.0033194003613457685
2004.02.14.16.42.39,0.0011606035450949757,0.0009566873382489381,0.001774940182626105,0.002825479759753894
2004.02.14.16.52.39,0.002468138092680307,0.0016628741637775284,0.0008702573367840225,0.002981932711558182
2004.02.14.17.02.39,0.0013270667513062163,0.0012157820206064752,0.0028988231847258163,0.0026679525367449587
2004.02.14.17.12.39,0.0016475902143659358,0.0011689047316763516,0.0009332486937838763,0.0024854240929732896
2004.02.14.17.22.39,0.0017077005713169585,0.0017183456223448413,0.002358122955222423,0.003301919039015577
2004.02.14.17.32.39,0.001907124371307193,0.0012800429708481858,0.001922847795302505,0.002987548220127936
2004.02.14.17.42.39,0.001966795253674496,0.001638605400654329,0.0019222618291908785,0.0032930318863225744
2004.02.14.17.52.39,0.0018156648273841493,0.0018768982860491233,0.0008859319302700326,0.0029720201181698326
2004.02.14.18.02.39,0.0021410225108647886,0.001590312026954441,0.00161721763757996,0.0030971238830020996
2004.02.14.18.12.39,0.0017547731822842912,0.0016622881976659017,0.0016763513843449387,0.0025448019922847793
2004.02.14.18.22.39,0.002224522681771571,0.0018944284388886176,0.0016746423165193613,0.002678988231847258
2004.02.14.18.32.39,0.0017990624542213976,0.001022315542751111,0.0016607744518775333,0.003085697543825382
2004.02.14.18.42.39,0.0022352653938180578,0.0013214512427364618,0.0005669222129986817,0.0031545973924508035
2004.02.14.18.52.39,0.0009722154402070414,0.001795448996533034,0.0008125885052981105,0.002414717515503687
2004.02.14.19.02.39,0.002020508813906929,0.001453684261926852,0.0024921138727476934,0.0031036183407392947
2004.02.14.19.12.39,0.001584305874310269,0.000883295082767713,0.00119073196933444,0.002958347575565213
2004.02.14.19.22.39,0.001832316031056204,0.0016752771131402903,0.00036012500610381373,0.003128082425899702
2004.02.14.19.32.39,0.0017087260120123055,0.0015971482982567507,0.0013166658528248453,0.002845011963474779
2004.02.14.19.42.39,0.0019172811172420534,0.0014768787538454026,0.0008709409639142536,0.0023736510571805264
2004.02.14.19.52.39,0.0020364275599394502,0.0011558181551833586,0.0023404951413643245,0.003112310171395088
2004.02.14.20.02.39,0.001983251135309341,0.0017863665218028227,0.0020547878314370817,0.0025595488060940474
2004.02.14.20.12.39,0.0021260315445090095,0.0014968992626593093,0.0019227989647932033,0.002746911470286635
2004.02.14.20.22.39,0.0019573709653791685,0.0013708677181503003,0.0028814395234142295,0.003199081986425119
2004.02.14.20.32.39,0.001977342643683774,0.0008119537086771815,0.001268079496069144,0.002600419942379999
2004.02.14.20.42.39,0.001949118609307095,0.0018193271155818153,0.0019932613897162945,0.0032974754626690756
2004.02.14.20.52.39,0.002343424971922457,0.001474486058889594,0.001652424434786855,0.0029469700668977978
2004.02.14.21.02.39,0.002041261780360369,0.0012818985302016702,0.0012807754284877193,0.003232237902241321
2004.02.14.21.12.39,0.0024175985155525173,0.0005796181454172564,0.0016337711802334094,0.0029240197275257583
2004.02.14.21.22.39,0.0016618975535914844,0.0015706821622149517,0.0011218809512183214,0.0025182870257336783
2004.02.14.21.32.39,0.0018794863030421405,0.0016057424678939402,0.0019191366765955369,0.0031280335953904003
2004.02.14.21.42.39,0.0011356023243322426,0.001095121832120709,0.0019565408467210315,0.002553347331412667
2004.02.14.21.52.39,0.001769861809658675,0.0008269446750329605,0.0009214805410420432,0.003087992577762586
2004.02.14.22.02.39,0.0015339616192196882,0.0020623565603789247,0.002554323941598711,0.0024410859905268814
2004.02.14.22.12.39,0.001762634894281947,0.0010462913228184974,0.0006678060452170518,0.0031782801894623767
2004.02.14.22.22.39,0.0023013330729039507,0.001534791737877826,0.0012638312417598515,0.003232384393769227
2004.02.14.22.32.39,0.0018112700815469506,0.0017277210801308657,0.0011977147321646565,0.002554665755163826
2004.02.14.22.42.39,0.0019364226768885202,0.0008137116070120612,0.0012295522242296987,0.0028459885736608235
2004.02.14.22.52.39,0.002275355241955174,0.001641193417647346,0.0026925142829239707,0.0029479955075931443
2004.02.14.23.02.39,0.0017178084867425169,0.0015391376532057231,0.0009124957273304362,0.002731578690365741
2004.02.14.23.12.39,0.0021193905952439085,0.001690170418477465,0.0014541725670198736,0.002728648859807608
2004.02.14.23.22.39,0.002070267102885883,0.0013066555984178915,0.0019066360662141702,0.0028568289467259143
2004.02.14.23.32.39,0.0023999218711851164,0.001301919039015577,0.0010714390351091363,0.002908296303530446
2004.02.14.23.42.39,0.0021287172225206304,0.0014747790419454075,0.001391523023585136,0.0025795204843986523
2004.02.14.23.52.39,0.0016755700961961033,0.0011178768494555396,0.0006869476048635186,0.003349870599150349
2004.02.15.00.02.39,0.002102104594950926,0.0013325845988573662,0.001120464866448557,0.0027007178084867424
2004.02.15.00.12.39,0.0019681136774256556,0.001650861858489184,0.0024881097709849114,0.0030428243566580394
2004.02.15.00.22.39,0.0016198544850822795,0.001964109575662874,0.0009174764392792618,0.0031488842228624453
2004.02.15.00.32.39,0.0018914009473118805,0.0014185262952292593,0.0015633087553103182,0.002884808828556082
2004.02.15.00.42.39,0.001584891840421896,0.001123687680062503,0.0016926119439425753,0.00276092582645637
2004.02.15.00.52.39,0.002137506714195029,0.0016678060452170517,0.00045842082132916664,0.002870550319839836
2004.02.15.01.02.39,0.0017653205722935688,0.00144172078714781,0.0025799111284730693,0.003145173104155476
2004.02.15.01.12.39,0.0019574686263977735,0.0010419454074906001,0.0014887933981151426,0.0035018799746081354
2004.02.15.01.22.39,0.0013650080570340348,0.0016179989257287955,0.0009723131012256457,0.002780946335270277
2004.02.15.01.32.39,0.001827872454709703,0.0012981102592900045,0.002230772986962254,0.002848039455051516
2004.02.15.01.42.39,0.0017547243517749887,0.0018544850822794078,0.0011308169344206261,0.0029999023389813955
2004.02.15.01.52.39,0.0012573367840226575,0.0010141608476976417,0.0015881146540358414,0.0023181795986132138
2004.02.15.02.02.39,0.0021756921724693586,0.0012212022071390204,0.0008989208457444212,0.002780897504760975
2004.02.15.02.12.39,0.002350700717808487,0.0012132428341227598,0.0013376629718247963,0.0030430685092045513
2004.02.15.02.22.39,0.0018614190146003223,0.0017787489623516772,0.0018285072513306313,0.0026537916890473166
2004.02.15.02.32.39,0.0015047121441476635,0.0015931441964939692,0.001822256946139948,0.0026582840959031204
2004.02.15.02.42.39,0.0023935250744665263,0.0011365789345182868,0.002065481712974266,0.002916890473167635
2004.02.15.02.52.39,0.0026204892817032087,0.0029861809658674743,0.0019401826261047901,0.003577860247082377
2004.02.15.03.02.39,0.002054348356853362,0.001731529859856438,0.0009486303042140728,0.0032837052590458517
2004.02.15.03.12.39,0.0011841398505786417,0.001359001904389863,0.0015322525513941114,0.0025782020606474926
2004.02.15.03.22.39,0.0017943258948190828,0.0010260266614580788,0.0020019043898627862,0.0031624591044484597
2004.02.15.03.32.39,0.001621221739342741,0.0011960056643390794,0.0015953415694125689,0.0029195273206699545
2004.02.15.03.42.39,0.002167342155378681,0.0016688803164217002,0.0016561843840031253,0.003392353142243274
2004.02.15.03.52.39,0.002093803408369549,0.002015283949411592,0.001161384833243811,0.002155036867034523
2004.02.15.04.02.39,0.002000585966111627,0.0012460081058645442,0.0008100004883050927,0.003211631427315787
2004.02.15.04.12.39,0.0015748327555056402,0.001919624981688559,0.0017092631476146294,0.00308100981493237
2004.02.15.04.22.39,0.0021578690365740517,0.0009725572537721567,0.0013643244299038038,0.0029749499487279657
2004.02.15.04.32.39,0.0019072708628350993,0.001520191415596465,0.0012776502758923773,0.003238244054885493
2004.02.15.04.42.39,0.0017018409102006935,0.0008073636408027737,0.0019442355583768737,0.002866985692660775
2004.02.15.04.52.39,0.0019880365252209586,0.0011666585282484494,0.0023768738707944724,0.003033058254797598
2004.02.15.05.02.39,0.0014941647541383857,0.001215586698569266,0.0008418379803701353,0.002608086332340446
2004.02.15.05.12.39,0.0017287465208262124,0.001692611943942576,0.0017038917915913863,0.003056203916206846
2004.02.15.05.22.39,0.0018661555740026369,0.0019966306948581473,0.0015132574832755505,0.0032459104448459403
2004.02.15.05.32.39,0.0022080179696274235,0.001156843595878705,0.0015373309243615412,0.003243175936325016
2004.02.15.05.42.39,0.0021520093754577863,0.0016121392646125297,0.0019457493041652426,0.0031066458323160315
2004.02.15.05.52.39,0.0015605742467893942,0.0019319791005420186,0.0016359685531520095,0.0029126422188583425
2004.02.15.06.02.39,0.0019507300161140679,0.0022823868352946923,0.002169344206260071,0.002728062893695981
2004.02.15.06.12.39,0.002514038771424386,0.0014428927193710628,0.0008817813369793445,0.0029639142536256654
2004.02.15.06.22.39,0.0018098051662678838,0.001493774110063968,0.0022229112749645977,0.0030957077982323353
2004.02.15.06.32.39,0.0015099370086430004,0.0018113189120562531,0.0019456028126373362,0.003288002343864447
2004.02.15.06.42.39,0.0020557156111138245,0.000911128473069974,0.001817129742663216,0.0030502954245812787
2004.02.15.06.52.39,0.0021931734947995504,0.00176732262317496,0.0020463889838371013,0.0026970555202890764
2004.02.15.07.02.39,0.0023315591581620195,0.0019201621172908834,0.0018331461497143417,0.003197470579618146
2004.02.15.07.12.39,0.001761853606133112,0.0018577567264026565,0.0021621172908833437,0.0022549929195761513
2004.02.15.07.22.39,0.001810146979833,0.001409199667952537,0.002126861663167147,0.002713413740905318
2004.02.15.07.32.39,0.0019643537282093854,0.002210117681527418,0.0011463450363787295,0.003283363445480737
2004.02.15.07.42.39,0.0018938424727769913,0.0016592607060891644,0.0014889398896430492,0.002858391523023585
2004.02.15.07.52.39,0.0016701499096635575,0.0014869866692709603,0.00130528834415743,0.0029739245080326188
2004.02.15.08.02.39,0.0019780262708140044,0.0017835343522632943,0.0023324381073294596,0.0029345671175350354
2004.02.15.08.12.39,0.002314175496850432,0.001417500854533913,0.0016744469944821522,0.0031028370525904587
2004.02.15.08.22.39,0.0017446652668587333,0.0016843595878705015,0.0019844718980418967,0.002864592997704966
2004.02.15.08.32.39,0.001806582352653938,0.001376287904682846,0.0018871038624932862,0.003176473460618194
2004.02.15.08.42.39,0.0021622149519019483,0.0014606181942477662,0.0011992284779530251,0.0033674007519898432
2004.02.15.08.52.39,0.0017234239953122714,0.0017574588602959128,0.0021289125445578395,0.003214658918892524
2004.02.15.09.02.39,0.0025101811611895116,0.0014755114995849406,0.002385126226866546,0.0032407344108599054
2004.02.15.09.12.39,0.001742370232921529,0.002137995019288051,0.0018519458957956933,0.002802187606816739
2004.02.15.09.22.39,0.0013340495141364328,0.0009510229991698814,0.0008886664387909569,0.0029173787782606573
2004.02.15.09.32.39,0.0020388202548952588,0.0014712144147663458,0.0015605742467893942,0.003165730748571708
2004.02.15.09.42.39,0.0020323746276673664,0.0021035695102299915,0.0029821768641046928,0.002842033302407344
2004.02.15.09.52.39,0.0016555984178914986,0.0003786317691293517,0.0019579081009814935,0.0028553640314468473
2004.02.15.10.02.39,0.002297475462669076,0.0018759705063723813,0.00223267737682504,0.0033576346501294012
2004.02.15.10.12.39,0.002050588407637092,0.0014425509058059473,0.0010990771033741885,0.00297836808437912
2004.02.15.10.22.39,0.0021242736461741297,0.0014453830753454757,0.0010488793398115144,0.003134137409053177
2004.02.15.10.32.39,0.001514234093461595,0.0019191366765955373,0.0018197665901655352,0.0031490307143903513
2004.02.15.10.42.39,0.0017582401484447486,0.0011785243420088872,0.002613750671419503,0.0031677327994530983
2004.02.15.10.52.39,0.0018563406416328926,0.0013759949216270327,0.0006217100444357635,0.002818008691830656
2004.02.15.11.02.39,0.0021795009521949314,0.0018225499291957615,0.0015369402802871232,0.0029883783387860733
2004.02.15.11.12.39,0.0012147565799111287,0.002808096098442307,0.0024757068216221495,0.002912739879876947
2004.02.15.11.22.39,0.0016607744518775333,0.0012467405635040775,0.001512476195126715,0.0028257727428097077
2004.02.15.11.32.39,0.0018311929293422533,0.001251721275452903,0.0012565554958738217,0.0027432003515796667
2004.02.15.11.42.39,0.0019308559988280678,0.0015116949069778798,0.0017602910298354412,0.0028812930318863226
2004.02.15.11.52.39,0.0018162507934957762,0.0008555593534840569,0.001279310513208653,0.002891742760876996
2004.02.15.12.02.39,0.0022075784950437035,0.0017510132330680209,0.0016571121636798673,0.002739245080326188
2004.02.15.12.12.39,0.0017410518091703698,0.0013948923287269888,0.001336930514185263,0.002694174520240246
2004.02.15.12.22.39,0.00242052834611065,0.0015968553152009375,0.002817276234191123,0.00322935690219249
2004.02.15.12.32.39,0.0020817911030812054,0.001668343180819376,0.0020072757458860294,0.003018213779969725
2004.02.15.12.42.39,0.0023417647346061815,0.001144733629571757,0.0018443283363445482,0.0026511548415449975
2004.02.15.12.52.39,0.0016280580106450512,0.0008749938961863371,0.0012635382587040385,0.0030883832218370037
2004.02.15.13.02.39,0.0016270325699497047,0.0005358660090824744,0.0008082914204795156,0.002783339030226085
2004.02.15.13.12.39,0.0017219590800332046,0.0018209873528980908,0.0016197568240636753,0.0032295033937203965
2004.02.15.13.22.39,0.002496655110112798,0.0015695102299916985,0.0015683871282777483,0.0028909614727281605
2004.02.15.13.32.39,0.001982225694613995,0.0018426192685189707,0.0014060745153571953,0.0034746813809268026
2004.02.15.13.42.39,0.0015302993310220229,0.0013996777186386052,0.0019122027442746226,0.002915034913814151
2004.02.15.13.52.39,0.0018125396747888081,0.0014772205674105179,0.0015403095854289763,0.0031106499340788126
2004.02.15.14.02.39,0.002206162410273939,0.0019838371014209676,0.0008428634210654819,0.0027905659456028123
2004.02.15.14.12.39,0.0010909224083207188,0.0010164070511255435,0.001368572684213096,0.002775428487719127
2004.02.15.14.22.39,0.001975877728404707,0.0016419747057961817,0.0014083207187850972,0.0030968797304555887
2004.02.15.14.32.39,0.0022134869866692716,0.0014565652619756822,0.0025192148054104203,0.0031038624932858048
2004.02.15.14.42.39,0.0019743151521070365,0.0013697446164363492,0.0016812344352751603,0.0023478685482689584
2004.02.15.14.52.39,0.002161482494262415,0.00187020850627472,0.0017099956052541627,0.002991747643927926
2004.02.15.15.02.39,0.0021002978661067437,0.0022330191903901556,0.0020056155085697545,0.0030525904585184823
2004.02.15.15.12.39,0.002334684310757361,0.001387274769275844,0.0015057375848430098,0.0028108794374725327
2004.02.15.15.22.39,0.001634943112456663,0.0015140876019336883,0.0018111724205283465,0.0031472728160554715
2004.02.15.15.32.39,0.0017278675716587727,0.0013854680404316612,0.0020326676107231796,0.0032722789198691344
2004.02.15.15.42.39,0.0018688412520142584,0.00205718052639289,0.0014385956345524683,0.003120171883392744
2004.02.15.15.52.39,0.0020650422383905465,0.0016338200107427123,0.0026429024854729235,0.0027719126910493675
2004.02.15.16.02.39,0.0021368230870647976,0.001220469749499487,0.0005383075345475853,0.00312671517163924
2004.02.15.16.12.39,0.002240001953220372,0.001129205527613653,0.001667171248596123,0.003712144147663461
2004.02.15.16.22.39,0.002210020020508814,0.0007576053518238195,0.0013607598027247424,0.0026063284340055665
2004.02.15.16.32.39,0.0020226573563162263,0.0017673226231749595,0.001735729283656428,0.0024519751941012745
2004.02.15.16.42.39,0.0018922798964793204,0.001307827530641145,0.0018826602861467844,0.0027330924361541093
2004.02.15.16.52.39,0.0021189999511694907,0.0017147809951657794,0.0010942428829532691,0.003064993407881244
2004.02.15.17.02.39,0.0017380731481029348,0.0014464573465501243,0.0017136090629425267,0.0029463352702768695
2004.02.15.17.12.39,0.0019885736608232824,0.00121280335953904,0.0019660627960349625,0.0027849992675423605
2004.02.15.17.22.39,0.0017846574539772452,0.0019621075247814833,0.001431271058157137,0.00254680404316617
2004.02.15.17.32.39,0.001657502807754285,0.0006748864690658723,0.0020787636115044677,0.0029999023389813955
2004.02.15.17.42.39,0.0024650617705942674,0.0014549538551687096,0.0009347136090629423,0.0032689584452365835
2004.02.15.17.52.39,0.0021343327310903853,0.001526002246203428,0.0012366326480785193,0.0029811514234093462
2004.02.15.18.02.39,0.0019685043215000734,0.0011288637140485374,0.0011272523072415645,0.0033333170564968993
2004.02.15.18.12.39,0.0019106889984862544,0.0006781092826798182,0.0008180086918306558,0.002608330484886958
2004.02.15.18.22.39,0.002030616729332487,0.0009997070169441868,0.0011288637140485379,0.003088773865911422
2004.02.15.18.32.39,0.0019514624737536012,0.001600371111870697,0.002040822305776649,0.003277552614873773
2004.02.15.18.42.39,0.002305190683138825,0.0006062307729869624,0.0008929635236095512,0.003178768494555398
2004.02.15.18.52.39,0.0022161726646808926,0.0010439474583719911,0.001865911421456126,0.003020411152888325
2004.02.15.19.02.39,0.002198984325406514,0.0015667268909614728,0.002465501245177987,0.003197275257580937
2004.02.15.19.12.39,0.0018402754040724644,0.001757019385712193,0.001524390839396455,0.0027885150642121197
2004.02.15.19.22.39,0.0016746911470286638,0.0010211436105278578,0.0013849309048293375,0.002948972117779189
2004.02.15.19.32.39,0.002066165340104498,0.0015045656526197567,0.0019787098979442354,0.002380047853899116
2004.02.15.19.42.39,0.002376336735192148,0.0012553835636505688,0.0011933688168367597,0.002574979247033546
2004.02.15.19.52.39,0.0020766638996044732,0.0021364324429903807,0.0019379364226768884,0.003086918306557937
2004.02.15.20.02.39,0.002198740172860003,0.0019667464231651935,0.0021738366131158746,0.0031519117144391817
2004.02.15.20.12.39,0.002174764392792617,0.0018200107427120468,0.0016736657063333173,0.002639582010840373
2004.02.15.20.22.39,0.001286293276038869,0.0013607598027247422,0.0011749108843205232,0.0033230626495434346
2004.02.15.20.32.39,0.0021950290541530347,0.001136090629425265,0.0019105913374676492,0.0028618584891840423
2004.02.15.20.42.39,0.001992333610039553,0.0016882660286146785,0.001035011475169686,0.0028751892182235462
2004.02.15.20.52.39,0.0023252111919527317,0.0013551442941549879,0.0017342643683773624,0.0030678255774207724
2004.02.15.21.02.39,0.0018030665559841787,0.0015985643830265146,0.001210703647639045,0.0023737487181991306
2004.02.15.21.12.39,0.0022320914107134136,0.0023263831241759855,0.0020585477806533523,0.002849699692367792
2004.02.15.21.22.39,0.0023470872601201232,0.001304702378045803,0.0011736901215879684,0.002761267640021485
2004.02.15.21.32.39,0.0023310708530689976,0.0019392548464280482,0.0033004541237365106,0.0029134723375164808
2004.02.15.21.42.39,0.002171590409687973,0.0008187411494701892,0.0021172908833439127,0.0027972068948679137
2004.02.15.21.52.39,0.0018622491332584599,0.0008677181503003076,0.0012647590214365937,0.002688119537086772
2004.02.15.22.02.39,0.0016926607744518773,0.0009182088969187951,0.0024220420918990185,0.002631231993749695
2004.02.15.22.12.39,0.001998974559304654,0.0012577274280970749,0.0010731481029347134,0.0029586893891303287
2004.02.15.22.22.39,0.0016884613506518873,0.000911177303579276,0.0011965916304507056,0.00299536110161629
2004.02.15.22.32.39,0.0021343327310903853,0.0019149860833048487,0.001674788808047268,0.002695102299916989
2004.02.15.22.42.39,0.0020208506274720446,0.001775428487719127,0.000413399091752527,0.0029973143219883783
2004.02.15.22.52.39,0.0021591386298159087,0.0010858440353532887,0.001080375018311441,0.0027326041310610874
2004.02.15.23.02.39,0.0017476927584354704,0.0010690951706626305,0.001268470140143562,0.002876507641974706
2004.02.15.23.12.39,0.001648078519458958,0.0017552614873773134,0.0015721470774940184,0.00274569070755408
2004.02.15.23.22.39,0.0018265540309585432,0.0021056203916206846,0.0022020118169832513,0.0033283363445480735
2004.02.15.23.32.39,0.0012712534791737876,0.0017056008594169632,0.0016126764002148545,0.0027919331998632747
2004.02.15.23.42.39,0.0025485619415010494,0.001224034376678549,0.0019468235753698911,0.003233751648029689
2004.02.15.23.52.39,0.0016790858928658627,0.0014740465843058744,0.0013066555984178915,0.0032435665803994336
2004.02.16.00.02.39,0.0016641925875286883,0.0015049562966941744,0.0013696469554177453,0.0032298940377948147
2004.02.16.00.12.39,0.002189755359148396,0.0016311831632403926,0.002604131061086967,0.0033033839542946438
2004.02.16.00.22.39,0.0018804140827188825,0.0016304507056008597,0.002169148884222862,0.0031489330533717463
2004.02.16.00.32.39,0.0024672103130035645,0.0019107378289955565,0.000826358708921334,0.003224473851262269
2004.02.16.00.42.39,0.002378631769129352,0.000932272083597832,0.0007030616729332489,0.0030385272718394447
2004.02.16.00.52.39,0.002134528053127594,0.0017516480296889494,0.001877679574197959,0.0029410127447629278
2004.02.16.01.02.39,0.0011998632745739539,0.0011324283412275991,0.0012627081400459008,0.002571365789345183
2004.02.16.01.12.39,0.0018339762683724792,0.0010739782215928512,0.0015152107036476394,0.0029430147956443185
2004.02.16.01.22.39,0.001826847014014356,0.0018342204209189899,0.0012509399873040679,0.003332828751403877
2004.02.16.01.32.39,0.0024705796181454173,0.0020167000341813563,0.002130328629327604,0.00300263684750232
2004.02.16.01.42.39,0.0023775086674154016,0.0012854631573807314,0.002008105864544167,0.002963816592607061
2004.02.16.01.52.39,0.0022460569363738463,0.0016633624688705503,0.0018525318619073197,0.002361248107817764
2004.02.16.02.02.39,0.0013976268372479124,0.0012047463255041753,0.0011010303237462766,0.0022862444455295674
2004.02.16.02.12.39,0.0019562478636652183,0.001646222960105474,0.0020419454074906,0.0028102446408516044
2004.02.16.02.22.39,0.001774110063967967,0.0006985204355681429,0.002194638410078617,0.00295473411787685
2004.02.16.02.32.39,0.0017589726060842814,0.0019458469651838471,0.000982225694613995,0.0028307534547585326
2004.02.16.02.42.39,0.0019257287953513354,0.001689047316763514,0.0016961277406123349,0.002286635089603985
2004.02.16.02.52.39,0.002049074661848723,0.002157966697592656,0.002559304653547536,0.003033595390399922
2004.02.16.03.02.39,0.001803506030567899,0.0019643537282093854,0.0018523365398701106,0.0031204160359392546
2004.02.16.03.12.39,0.002042580204111529,0.0019283168123443526,0.0007493529957517455,0.002796376776209776
2004.02.16.03.22.39,0.002297231310122564,0.001948825626251282,0.0012465940719761706,0.003415156990087407
2004.02.16.03.32.39,0.0016655598417891495,0.0013590507348991648,0.00178079984374237,0.003205283461106499
2004.02.16.03.42.39,0.0017387567752331658,0.00118653254553445,0.0008912056252746715,0.0025993456711753504
2004.02.16.03.52.39,0.0017324576395331803,0.0012241808682064558,0.00190971238830021,0.002965427999414034
2004.02.16.04.02.39,0.0020093266272767224,0.0017455930465354753,0.0017090189950681183,0.0030253918648371503
2004.02.16.04.12.39,0.0023235997851457596,0.0017725474876702963,0.0006436837736217586,0.0031640216807461304
2004.02.16.04.22.39,0.001968455490990771,0.001259924801015675,0.0017736217588749453,0.002885785438742126
2004.02.16.04.32.39,0.0015652619756824063,0.0019236779139606428,0.0011766199521461003,0.0027930563015772254
